time_stamp,cpuPercentage,memoryUsage
2024-07-30 06:34:30,1.421680181215326,154804224
2024-07-30 06:35:00,1.0737883635501837,165064704
2024-07-30 06:35:30,0.5424971590396647,130686976
2024-07-30 06:36:00,0.04524721936629639,130813952
2024-07-30 06:36:30,0.041895939478153545,131014656
2024-07-30 06:37:00,0.03876473169508553,131186688
2024-07-30 06:37:30,0.03784497083835629,131338240
2024-07-30 06:38:00,4.669158792433368,131448832
2024-07-30 06:38:30,8.89659901849431,186454016
2024-07-30 06:39:00,2.533679043501007,139710464
2024-07-30 06:39:30,0.0435780112968072,139862016
2024-07-30 06:40:00,0.04358685798243505,140005376
2024-07-30 06:40:30,0.037675502109171866,140185600
2024-07-30 06:41:00,0.03509754469253105,140353536
2024-07-30 06:41:30,0.08646172638436558,140439552
2024-07-30 06:42:00,0.13969384807933158,139808768
2024-07-30 06:42:30,0.1302291525860112,139898880
2024-07-30 06:43:00,0.11244607857328583,139964416
2024-07-30 06:43:30,0.03912471207634149,140115968
2024-07-30 06:44:00,0.032340388161940244,140259328
2024-07-30 06:44:30,0.054053165250753835,140423168
2024-07-30 06:45:00,0.19088829157466872,150118400
2024-07-30 06:45:30,14.617100991114148,300973056
2024-07-30 06:46:00,40.32237578250219,300707840
2024-07-30 06:46:30,42.979007876654926,301424640
2024-07-30 06:47:00,11.882122089993953,302362624
2024-07-30 06:47:30,1.5562982773303853,302776320
2024-07-30 06:48:00,44.99132306005997,303755264
2024-07-30 06:48:30,77.19400723803258,304013312
2024-07-30 06:49:00,30.793681860178623,302936064
2024-07-30 06:49:30,0.06638646847768159,155783168
2024-07-30 06:50:00,0.04525190412968528,155770880
2024-07-30 06:50:30,0.036934655569340474,155807744
2024-07-30 06:51:00,0.050221754361735094,155865088
2024-07-30 06:51:30,0.04375060737738109,156025856
2024-07-30 06:52:00,2.8063897996357183,156217344
2024-07-30 06:52:30,5.576201637038899,156327936
2024-07-30 06:53:00,7.0137528089887535,178348032
2024-07-30 06:53:30,6.340190925253157,178761728
2024-07-30 06:54:00,0.050054445779521374,178872320
2024-07-30 06:54:30,0.18280017983123273,179019776
2024-07-30 06:55:00,2.526558241628729,179314688
2024-07-30 06:55:30,0.04826017811706209,179503104
2024-07-30 06:56:00,3.6138630076352833,179990528
2024-07-30 06:56:30,2.510342344989697,180051968
2024-07-30 06:57:00,0.13391009477436291,180015104
2024-07-30 06:57:30,0.11767205304836308,180011008
2024-07-30 06:58:00,0.2147034658528733,180011008
2024-07-30 06:58:30,0.22576319305277545,180011008
2024-07-30 06:59:00,13.971101999832653,180011008
2024-07-30 06:59:30,12.50183094836013,180011008
2024-07-30 07:00:00,0.27939087516551814,180011008
2024-07-30 07:00:30,0.1631026884089914,180011008
2024-07-30 07:01:00,1.0070565892163195,180011008
2024-07-30 07:01:30,16.64471189907945,180011008
2024-07-30 07:02:00,21.730805147058817,180011008
2024-07-30 07:02:30,17.609573153483126,180011008
2024-07-30 07:03:00,0.2040187082178953,180011008
2024-07-30 07:03:30,19.38611074649813,180011008
2024-07-30 07:04:00,25.951503532502613,180011008
2024-07-30 07:04:30,0.1728818902366005,180011008
2024-07-30 07:05:00,0.10769318031423811,180011008
2024-07-30 07:05:30,0.22580369896302968,180011008
2024-07-30 07:06:00,15.971315283712418,180011008
2024-07-30 07:06:30,13.378519962570174,180011008
2024-07-30 07:07:00,12.88325439427432,180011008
