timestamp,gpu_utilization,memory_utilization,encoder_utilization,decoder_utilization
Thu Aug  1 12:25:38 2024,0,0,0,0
Thu Aug  1 12:25:39 2024,0,0,0,0
Thu Aug  1 12:25:40 2024,0,0,0,0
Thu Aug  1 12:25:41 2024,0,0,0,0
Thu Aug  1 12:25:42 2024,0,0,0,0
Thu Aug  1 12:25:43 2024,0,0,0,0
Thu Aug  1 12:25:44 2024,0,0,0,0
Thu Aug  1 12:25:45 2024,0,0,0,0
Thu Aug  1 12:25:47 2024,0,0,0,0
Thu Aug  1 12:25:48 2024,0,0,0,0
Thu Aug  1 12:25:49 2024,0,0,0,0
Thu Aug  1 12:25:50 2024,0,0,0,0
Thu Aug  1 12:25:51 2024,0,0,0,0
Thu Aug  1 12:25:52 2024,0,0,0,0
Thu Aug  1 12:25:53 2024,0,0,0,0
Thu Aug  1 12:25:54 2024,0,0,0,0
Thu Aug  1 12:25:55 2024,0,0,0,0
Thu Aug  1 12:25:56 2024,0,0,0,0
Thu Aug  1 12:25:57 2024,0,0,0,0
Thu Aug  1 12:25:58 2024,0,0,0,0
Thu Aug  1 12:25:59 2024,0,0,0,0
Thu Aug  1 12:26:00 2024,0,0,0,0
Thu Aug  1 12:26:01 2024,0,0,0,0
Thu Aug  1 12:26:02 2024,0,0,0,0
Thu Aug  1 12:26:03 2024,0,0,0,0
Thu Aug  1 12:26:04 2024,0,0,0,0
Thu Aug  1 12:26:05 2024,0,0,0,0
Thu Aug  1 12:26:06 2024,0,0,0,0
Thu Aug  1 12:26:07 2024,0,0,0,0
Thu Aug  1 12:26:08 2024,0,0,0,0
Thu Aug  1 12:26:09 2024,0,0,0,0
Thu Aug  1 12:26:10 2024,0,0,0,0
Thu Aug  1 12:26:11 2024,0,0,0,0
Thu Aug  1 12:26:12 2024,0,0,0,0
Thu Aug  1 12:26:13 2024,0,0,0,0
Thu Aug  1 12:26:14 2024,0,0,0,0
Thu Aug  1 12:26:15 2024,0,0,0,0
Thu Aug  1 12:26:16 2024,0,0,0,0
Thu Aug  1 12:26:17 2024,0,0,0,0
Thu Aug  1 12:26:18 2024,0,0,0,0
Thu Aug  1 12:26:19 2024,0,0,0,0
Thu Aug  1 12:26:20 2024,0,0,0,0
Thu Aug  1 12:26:21 2024,0,0,0,0
Thu Aug  1 12:26:22 2024,0,0,0,0
